id,name,img,card_text,flavor_text,type,class,rarity,set,race,raw_attributes,is_battlecry_card,is_divineshield_card,is_rush_card,is_deathrattle_card,is_taunt_card,is_combo_card,is_inspire_card,is_stealth_card,is_charge_card,is_overload_card,is_lifesteal_card,is_freeze_card,is_discover_card,is_windfury_card,is_echo_card,is_secret_card,cost,attack,health
90561,Big Bad Archmage,https://cards.hearthpwn.com/enUS/DAL_553.png?142295,"At the end of your turn, summon a random6-Cost minion.","""My, my, what big minions I have!""",minion,,epic,rise of shadows,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,6,6
90764,Colossus of the Moon,https://cards.hearthpwn.com/enUS/ULD_721.png?142295,Divine ShieldReborn,"Strike him down, and you'll face the Colossus of the New Moon.",minion,,legendary,saviors of uldum,,"{""Divine Shield"",Reborn}",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,10,10
378800,"C'Thun, the Shattered",https://cards.hearthpwn.com/enUS/DMF_254.png?142295,Start of Game: Break intopieces. Battlecry: Deal 30damage randomly splitamong all enemies.,My grandfather's deck has no useless cards!,minion,,legendary,darkmoon faire,,"{""Start of Game:"",Battlecry:}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,6,6
22262,Frost Giant,https://cards.hearthpwn.com/enUS/AT_120.png?142295,Costs (1) less for each time you used your Hero Power this game.,Don't ask him about the beard. JUST DON'T.,minion,,epic,the grand tournament,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,8,8
615037,Goldshire Gnoll,https://cards.hearthpwn.com/enUS/SW_062.png?142295,RushCosts (1) less for each other card in your hand.,They're searching for one ring. They're pretty sure someone said Goldshire.,minion,,rare,united in stormwind,,{Rush},False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10,5,4
90190,"Hakkar, the Soulflayer",https://cards.hearthpwn.com/enUS/TRL_541.png?142295,Deathrattle: Shuffle a Corrupted Blood into each player's deck.,ATTENTION: Do not enter any major city while infected with the Corrupted Blood!,minion,,legendary,rastakhan's rumble,,{Deathrattle:},False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10,9,6
90640,Jumbo Imp,https://cards.hearthpwn.com/enUS/DAL_561.png?142295,Costs (1) less whenever a friendly Demon dies while this is in your hand.,Jumbo in size! Huge in E.V.I.L.!,minion, warlock,epic,rise of shadows,demon,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,8,8
90792,King Phaoris,https://cards.hearthpwn.com/enUS/ULD_304.png?142295,"Battlecry: For each spellin your hand, summon arandom minion of thesame Cost.","When you're the king of the cats, the whole desert is your litterbox.",minion,,legendary,saviors of uldum,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,5,5
774144,Lokholar the Ice Lord,https://cards.hearthpwn.com/enUS/AV_141t.png?142295,"Rush, Windfury Costs (5) less if you have 15 Health or less.",Suddenly the names of Iceblood Tower and Iceblood Garrison make a lot more sense.,minion,,legendary,fractured in alterac valley,elemental,"{Rush,Windfury}",False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,10,8,8
89877,Mecha'thun,https://cards.hearthpwn.com/enUS/BOT_424.png?142295,"Deathrattle: If you have nocards in your deck, hand,and battlefield, destroythe enemy hero.","""Your software will fail. Your users will abandon you. You are already obsolete.""",minion,,legendary,the boomsday project,mechanical,{Deathrattle:},False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10,10,10
1108024,Neptulon the Tidehunter,https://cards.hearthpwn.com/enUS/TID_712.png?142295,"Colossal +2, Rush, WindfuryWhenever Neptulon attacks,if you control any Hands,they attack instead.","Neptulon, tired of filling hands, is now throwing hands.",minion,,legendary,voyage to the sunken city,elemental,"{""Colossal +2"",Rush,Windfury}",False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,10,7,7
90609,Nozari,https://cards.hearthpwn.com/enUS/DAL_581.png?142295,Battlecry: Restore both heroes to full Health.,"In another timeline, she was called Yeszari.",minion, paladin,legendary,rise of shadows,dragon,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,4,12
33134,"N'Zoth, the Corruptor",https://cards.hearthpwn.com/enUS/OG_133.png?142295,Battlecry: Summon your Deathrattle minions that died this game.,"Has not been able to get ""Under the Sea"" out of his head for like FIVE THOUSAND YEARS.",minion,,legendary,whispers of the old gods,,"{Battlecry:,Deathrattle}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10,5,7
89370,Emeriss,https://cards.hearthpwn.com/enUS/GIL_128.png?142295,Battlecry: Double the Attack and Health of all minions in your hand.,Taste your world's corruption! It tastes like chicken.,minion, hunter,legendary,the witchwood,dragon,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,8,8
35249,Faceless Behemoth,https://cards.hearthpwn.com/enUS/OG_141.png?142295,,"Rejected names: Forty-Foot Faceless, Big ol' No-face, Huge Creature Sans Face, Teddy.",minion,,common,whispers of the old gods,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,10,10
49628,Kun the Forgotten King,https://cards.hearthpwn.com/enUS/CFM_308.png?142295,Choose One - Gain 10 Armor; or Refresh your Mana Crystals.,"Aya siphons a bit of Kun's soul to animate each golem in her Jade army. To his credit, he's being a great sport about it.",minion, druid,legendary,mean streets of gadgetzan,,"{""Choose One -""}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,7,7
90838,Living Monument,https://cards.hearthpwn.com/enUS/ULD_193.png?142295,Taunt,This is not the greatest card in the world. This is just a monument.,minion,,common,saviors of uldum,,{Taunt},False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10,10,10
904874,Raid Boss Onyxia,https://cards.hearthpwn.com/enUS/ONY_004.png?142295,Rush. Immune whileyou control a Whelp.Battlecry: Summon six 2/1 Whelps with Rush.,"Onyxia chose her guises to manipulate mortals, but her true form? That was reserved for ending them.",minion,,legendary,fractured in alterac valley,dragon,"{Rush,Immune,Battlecry:,Rush}",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10,8,8
1024960,Sea Giant,https://cards.hearthpwn.com/enUS/CORE_EX1_586.png?142295,Costs (1) less for each other minion on the battlefield.,See? Giant.,minion,,epic,core (2022),,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,8,8
55583,Ultrasaur,https://cards.hearthpwn.com/enUS/UNG_806.png?142295,,Evolved the really long neck to spy on its neighbors.,minion,,common,journey to un'goro,beast,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,7,14
22342,Varian Wrynn,https://cards.hearthpwn.com/enUS/AT_072.png?142295,Battlecry: Draw 3 cards.Put any minions you drew directly into the battlefield.,"Leader of the Alliance! Father of Anduin! Also he likes to play Arena, and he averages 12 wins.",minion, warrior,legendary,the grand tournament,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,7,7
33168,"Yogg-Saron, Hope's End",https://cards.hearthpwn.com/enUS/OG_134.png?142295,Battlecry: Cast a random spell for each spell you've cast this game (targets chosen randomly).,I spell your doom... Y-O-U-R D-O-O-M!,minion,,legendary,whispers of the old gods,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,7,5
33156,"Y'Shaarj, Rage Unbound",https://cards.hearthpwn.com/enUS/OG_042.png?142295,"At the end of your turn, put a minion from your deck into the battlefield.","When he's working out, he binds all that rage back into a ponytail.",minion,,legendary,whispers of the old gods,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,10,10
474989,Alexstrasza the Life-Binder,https://cards.hearthpwn.com/enUS/CS3_031.png?142295,"Battlecry: Choose acharacter. If it's friendly,restore 8 Health. If it's an enemy, deal 8 damage.",Friendly Fire: Off,minion,,legendary,core (2022),dragon,{Battlecry},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,8,8
22324,Anub'arak,https://cards.hearthpwn.com/enUS/AT_036.png?142295,Deathrattle: Return this to your hand and summon a 4/4 Nerubian.,"Was actually a pretty nice guy before, you know, the whole Lich King thing.",minion, rogue,legendary,the grand tournament,,{Deathrattle:},False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9,8,4
27254,Arch-Thief Rafaam,https://cards.hearthpwn.com/enUS/LOE_092.png?142295,Battlecry: Discover a powerful Artifact.,He's very good at retrieving artifacts. From other people's museums.,minion,,legendary,the league of explorers,,"{""Battlecry: Discover""}",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,7,8
89335,Baku the Mooneater,https://cards.hearthpwn.com/enUS/GIL_826.png?142295,"Start of Game:If your deck has only odd-Cost cards, upgradeyour Hero Power.","In her defense, it did look like a cookie.",minion,,legendary,the witchwood,beast,"{""Start of Game:""}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,7,8
388998,Blood of G'huun,https://cards.hearthpwn.com/enUS/DMF_053.png?142295,"TauntAt the end of your turn,summon a 5/5 copy of aminion in your deck.","An attempted cure becomes disease, blooming and thriving as rot and decay.",minion, priest,epic,darkmoon faire,elemental,{Taunt},False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9,8,8
90675,Burly Shovelfist,https://cards.hearthpwn.com/enUS/DAL_760.png?142295,Rush,Shovel beats paper and rock!,minion,,common,rise of shadows,,{Rush},False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9,9,9
389035,Carnival Clown,https://cards.hearthpwn.com/enUS/DMF_163.png?142295,TauntBattlecry: Summon 2 copiesof this. Corrupt: Fill yourboard with copies.,Send in the clowns!,minion,,epic,darkmoon faire,,"{Taunt,Battlecry:,Corrupt:}",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9,4,4
76964,Dragonhatcher,https://cards.hearthpwn.com/enUS/LOOT_540.png?142295,"At the end of your turn, Recruit a Dragon.",Which came first? The dragon or the dragonhatcher?,minion,,epic,kobolds and catacombs,,{Recruit},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,2,4
55593,Giant Mastodon,https://cards.hearthpwn.com/enUS/UNG_071.png?142295,Taunt,"Still salty about it not being the ""Year of the Mastodon.""",minion,,common,journey to un'goro,beast,{Taunt},False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9,6,10
22338,Icehowl,https://cards.hearthpwn.com/enUS/AT_125.png?142295,ChargeCan't attack heroes.,This massive yeti just closes his eyes and charges at the nearest target. The nearest Target is a couple blocks away and has sick deals on skateboards.,minion,,legendary,the grand tournament,,{Charge},False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9,10,10
475085,King Krush,https://cards.hearthpwn.com/enUS/CORE_EX1_543.png?142295,Charge,The best defense against King Krush is to have someone you don’t like standing in front of you.,minion, hunter,legendary,core (2022),beast,{Charge},False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9,8,8
49744,Krul the Unshackled,https://cards.hearthpwn.com/enUS/CFM_750.png?142295,"Battlecry: If your deck hasno duplicates, summon all Demons from your hand. ","Spicklefizz pondered his life choices as he looked at the chain around his neck. ""Become a warlock,"" they said. ""You get to enslave demons,"" they said.",minion, warlock,legendary,mean streets of gadgetzan,demon,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,7,9
14456,Majordomo Executus,https://cards.hearthpwn.com/enUS/BRM_027.png?142295,Deathrattle: Replace your hero with Ragnaros the Firelord.,"You thought Executus turned you into Ragnaros, but really Ragnaros was in you the whole time.",minion,,legendary,blackrock mountain,,{Deathrattle:},False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9,9,7
49756,Mayor Noggenfogger,https://cards.hearthpwn.com/enUS/CFM_670.png?142295,All targets are chosen randomly.,"This flavor text was randomly generated. If it happens to form words and make sense, that is purely by chance.",minion,,legendary,mean streets of gadgetzan,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,5,4
89814,Mulchmuncher,https://cards.hearthpwn.com/enUS/BOT_523.png?142295,Rush. Costs (1) less for each friendly Treant that died this game.,"The latest advancement in
hippo-botany.",minion, druid,rare,the boomsday project,mechanical,{Rush},False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9,8,8
378803,"N'Zoth, God of the Deep",https://cards.hearthpwn.com/enUS/DMF_002.png?142295,Battlecry: Resurrect a friendly minion of each minion type.,It really just wants to cuddle all the creatures of Azeroth.,minion,,legendary,darkmoon faire,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,5,7
210765,Scrapyard Colossus,https://cards.hearthpwn.com/enUS/BT_155.png?142295,TauntDeathrattle: Summon a 7/7 Felcracked Colossuswith Taunt.,Heap on heapin' on.,minion,,rare,ashes of outland,elemental,"{Taunt,Deathrattle:,Taunt}",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,10,7,7
90624,The Boom Reaver,https://cards.hearthpwn.com/enUS/DAL_070.png?142295,Battlecry: Summon a copy of a minion in your deck. Give it Rush.,“What’s better than reaving? BOOM reaving!”,minion, warrior,legendary,rise of shadows,mechanical,"{Battlecry:,Rush}",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10,7,9
55520,Tyrantus,https://cards.hearthpwn.com/enUS/UNG_852.png?142295,Can't be targeted by spells or Hero Powers.,Millennia of evolutionary pressures turned his species into the Faerie Dragons we know today.,minion, druid,legendary,journey to un'goro,beast,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,12,12
378802,"Yogg-Saron, Master of Fate",https://cards.hearthpwn.com/enUS/DMF_004.png?142295,"Battlecry: If you've cast10 spells this game, spinthe Wheel of Yogg-Saron.@({0} left!)@(Ready!)",Yogg take the wheel!,minion,,legendary,darkmoon faire,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,7,5
378801,"Y'Shaarj, the Defiler",https://cards.hearthpwn.com/enUS/DMF_188.png?142295,Battlecry: Add a copy of eachCorrupted card you've playedthis game to your hand.They cost (0) this turn.,"Y'Shaarj made an excellent office intern, doing the copying AND defiling.",minion,,legendary,darkmoon faire,,"{Battlecry:,Corrupted}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,10,10
303,Alexstrasza,https://cards.hearthpwn.com/enUS/EX1_561.png?142295,Battlecry: Set a hero's remaining Health to 15.,Alexstrasza the Life-Binder brings life and hope to everyone. Except Deathwing. And Malygos. And Nekros.,minion,,legendary,legacy,dragon,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,8,8
90750,Anubisath Warbringer,https://cards.hearthpwn.com/enUS/ULD_183.png?142295,Deathrattle: Give all minions in your hand +3/+3.,Some dogs will bring you a bone or a squeaky toy. This one brings war!,minion,,common,saviors of uldum,,{Deathrattle:},False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9,9,6
35197,Blade of C'Thun,https://cards.hearthpwn.com/enUS/OG_282.png?142295,Battlecry: Destroy a minion. Add its Attack and Health to your C'Thun's (wherever it is).,C'Thun demands a sacrifice! Preferably a Deathwing.,minion, rogue,epic,whispers of the old gods,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,4,4
33164,Blood of The Ancient One,https://cards.hearthpwn.com/enUS/OG_173.png?142295,"If you control two of theseat the end of your turn, merge them into 'The Ancient One'.",Add two cups of Blood of the Ancient One to one cup of lemon juice. Add just a dash of sugar and stir. Delicious!,minion,,epic,whispers of the old gods,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,9,9
89945,Bull Dozer,https://cards.hearthpwn.com/enUS/BOT_534.png?142295,Divine Shield,Leave them alone for two minutes and they go right into sleep mode.,minion,,common,the boomsday project,mechanical,"{""Divine Shield""}",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,9,7
76960,Dragoncaller Alanna,https://cards.hearthpwn.com/enUS/LOOT_535.png?142295,Battlecry: Summon a 5/5 Dragon for each spell you cast this game that costs (5) or more.,Her secret is using a gentle voice and carrying a baggie of hotdogs.,minion, mage,legendary,kobolds and catacombs,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,3,3
151349,Dragonqueen Alexstrasza,https://cards.hearthpwn.com/enUS/DRG_089.png?142295,"Battlecry: If your deck hasno duplicates, add 2 otherrandom Dragons to yourhand. They cost (0).",Givin' lives and takin' names.,minion,,legendary,descent of dragons,dragon,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,8,8
61828,Hadronox,https://cards.hearthpwn.com/enUS/ICC_835.png?142295,Deathrattle: Summon your Taunt minions thatdied this game.,The viziers of Azjol-Nerub released Hadronox as a last-ditch effort to hold back the Lich King. They did so by VERY carefully scooping him up in a LARGE newspaper and releasing him.,minion, druid,legendary,knights of the frozen throne,beast,"{Deathrattle:,Taunt}",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,9,3,7
1024949,Kalecgos,https://cards.hearthpwn.com/enUS/CORE_DAL_609.png?142295,Your first spell eachturn costs (0).Battlecry: Discovera spell.,He was once the Aspect of Magic but gave it up to focus on cheap tricks.,minion, mage,legendary,core (2022),dragon,"{Battlecry:,Discover}",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,4,12
55501,King Mosh,https://cards.hearthpwn.com/enUS/UNG_933.png?142295,Battlecry: Destroy all damaged minions.,He's a terror at concerts.,minion, warrior,legendary,journey to un'goro,beast,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,9,7
12294,Mal'Ganis,https://cards.hearthpwn.com/enUS/GVG_021.png?142295,Your other Demons have +2/+2.Your hero is Immune.,"Mal'Ganis doesn't like being betrayed, so if you discard him, watch out.",minion, warlock,legendary,goblins vs gnomes,demon,{Immune},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,9,7
241,Malygos,https://cards.hearthpwn.com/enUS/EX1_563.png?142295,Spell Damage +5,Malygos hates it when mortals use magic. He gets so mad!,minion,,legendary,legacy,dragon,"{""Spell Damage +5""}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,4,12
76983,Master Oakheart,https://cards.hearthpwn.com/enUS/LOOT_521.png?142295,"Battlecry: Recruit a 1, 2, and 3-Attack minion.","His adventuring party consists of Goldshire Footman, Frostwolf Grunt and Hadronox.",minion,,legendary,kobolds and catacombs,,"{Battlecry:,Recruit}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,5,5
12196,Mekgineer Thermaplugg,https://cards.hearthpwn.com/enUS/GVG_116.png?142295,"Whenever an enemy minion dies, summon a Leper Gnome.","He was obsessed with explosives until he discovered knitting. Now he yells, “SWEATERS! MORE SWEATERS!”",minion,,legendary,goblins vs gnomes,mechanical,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,9,7
90836,Mogu Fleshshaper,https://cards.hearthpwn.com/enUS/ULD_169.png?142295,Rush. Costs (1) less for eachminion on the battlefield.,He's here to shape *clap* you up!,minion, shaman,rare,saviors of uldum,,{Rush},False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9,3,4
14448,Nefarian,https://cards.hearthpwn.com/enUS/BRM_030.png?142295,Battlecry: Add 2 random spells to your hand (from your opponent's class).,"They call him ""Blackwing"" because he's a black dragon...... and he's got wings.",minion,,legendary,blackrock mountain,dragon,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,8,8
22289,North Sea Kraken,https://cards.hearthpwn.com/enUS/AT_103.png?142295,Battlecry: Deal 4 damage.,You have no idea how tired this guy is of being released.,minion,,common,the grand tournament,beast,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,9,7
285,Nozdormu,https://cards.hearthpwn.com/enUS/EX1_560.png?142295,Players only have 15 seconds to take their turns.,Time to write some flavor text.,minion,,legendary,legacy,dragon,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,8,8
62870,Obsidian Statue,https://cards.hearthpwn.com/enUS/ICC_214.png?142295,"Taunt, LifestealDeathrattle: Destroy a random enemy minion.",The original artist spent many hours with a fine chisel perfecting the facial expression for maximum tauntiness.,minion, priest,epic,knights of the frozen throne,,"{""Taunt, Lifesteal"",Deathrattle:}",False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,9,4,8
432,Onyxia,https://cards.hearthpwn.com/enUS/EX1_562.png?142295,Battlecry: Summon 1/1 Whelps until your side of the battlefield is full.,Onyxia long manipulated the Stormwind Court by disguising herself as Lady Katrana Prestor. You would have thought that the giant wings and scales would have been a giveaway.,minion,,legendary,legacy,dragon,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,8,8
90171,Oondasta,https://cards.hearthpwn.com/enUS/TRL_542.png?142295,RushOverkill: Summon a Beast from your hand.,"Adorning devilsaurs with armor and feathers is a respected job in troll culture, although it has a high turnover rate.",minion,,legendary,rastakhan's rumble,beast,"{Rush,Overkill:}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9,7,7
89463,Cauldron Elemental,https://cards.hearthpwn.com/enUS/GIL_119.png?142295,Your other Elementals have +2 Attack.,Decorating tip: Unused cauldrons can make a lovely elemental display.,minion,,common,the witchwood,elemental,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,7,7
127287,Sathrovarr,https://cards.hearthpwn.com/enUS/DRG_402.png?142295,"Battlecry: Choose a friendly minion. Add a copy of it to your hand, deck, and battlefield.",Just wait until you also find a copy in your pocket. And your desk! And your FRIDGE!!,minion,,legendary,descent of dragons,demon,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,5,5
475196,Sleepy Dragon,https://cards.hearthpwn.com/enUS/CORE_LOOT_137.png?142295,Taunt,"Local villagers call her ""Naps Under the Mountain.""",minion,,common,core (2022),dragon,{Taunt},False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9,4,12
127264,"Ysera, Unleashed",https://cards.hearthpwn.com/enUS/DRG_320.png?142295,"Battlecry: Shuffle 7 DreamPortals into your deck.When drawn, summona random Dragon.",Releash the Dragon!,minion, druid,legendary,descent of dragons,dragon,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,4,12
774137,Abominable Lieutenant,https://cards.hearthpwn.com/enUS/AV_139.png?142295,"At the end of your turn,eat a random enemy minion and gain its stats.","If you can't join 'em, eat 'em.",minion,,epic,fractured in alterac valley,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,3,5
90220,"Akali, the Rhino",https://cards.hearthpwn.com/enUS/TRL_329.png?142295,RushOverkill: Draw a Rush minion from your deck. Give it +5/+5.,Most trolls only get to “AAAAHHH!” and don’t make it to the “kali” part.,minion, warrior,legendary,rastakhan's rumble,beast,"{Rush,Overkill:,Rush}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8,5,5
90621,Archivist Elysiana,https://cards.hearthpwn.com/enUS/DAL_736.png?142295,Battlecry: Discover 5 cards. Replace your deck with 2 copies of each.,Your deck is just another organizational challenge to her.,minion,,legendary,rise of shadows,,"{Battlecry:,Discover}",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8,7,7
90588,Batterhead,https://cards.hearthpwn.com/enUS/DAL_592.png?142295,"Rush. After this attacks and kills a minion, it may attack again.","When it comes to problem-solving, he always uses his head.",minion,,epic,rise of shadows,,{Rush},False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8,3,12
127293,"Deathwing, Mad Aspect",https://cards.hearthpwn.com/enUS/DRG_026.png?142295,Battlecry: Attack ALLother minions.,"Bite that one, bite that other one, claw this one, swallow that one whole....",minion, warrior,legendary,descent of dragons,dragon,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,12,12
