id,name,img,card_text,syn_minion,syn_spell,syn_weapon,syn_demon,syn_beast,syn_elemental,syn_pirate,syn_murloc,syn_mech,syn_dragon,syn_quillboar,syn_totem,syn_battlecry,syn_divine,syn_rush,syn_deathrattle,syn_taunt,syn_combo,syn_inspire,syn_stealth,syn_charge,syn_overload,syn_lifesteal,syn_freeze,syn_discover,syn_windfury,syn_echo,syn_secret,type,n_minion,n_spell,n_weapon,class,rarity,set,race,race_demon,race_beast,race_elemental,race_pirate,race_murloc,race_mech,race_dragon,race_quillboar,race_totem,raw_attributes,is_battlecry_card,is_divineshield_card,is_rush_card,is_deathrattle_card,is_taunt_card,is_combo_card,is_inspire_card,is_stealth_card,is_charge_card,is_overload_card,is_lifesteal_card,is_freeze_card,is_discover_card,is_windfury_card,is_echo_card,is_secret_card,cost,attack,health
89915,Astral Rift,https://cards.hearthpwn.com/enUS/BOT_101.png?142295,Add 2 random minions to your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ability,2,1,0, mage,rare,the boomsday project,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0
33155,Cabalist's Tome,https://cards.hearthpwn.com/enUS/OG_090.png?142295,Add 3 random Mage spells to your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ability,0,3,0, mage,epic,whispers of the old gods,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,0,0
33166,Blood Warriors,https://cards.hearthpwn.com/enUS/OG_276.png?142295,Add a copy of each damaged friendly minion to your hand.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,ability,0,1,0, warrior,epic,whispers of the old gods,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,0
12178,Unstable Portal,https://cards.hearthpwn.com/enUS/GVG_003.png?142295,Add a random minion to your hand. It costs (3) less.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ability,1,1,0, mage,rare,goblins vs gnomes,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0
89348,Witchwood Apple,https://cards.hearthpwn.com/enUS/GIL_663.png?142295,Add three 2/2 Treants to your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ability,0,1,0, druid,common,the witchwood,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0
55580,Razorpetal Volley,https://cards.hearthpwn.com/enUS/UNG_057.png?142295,Add two Razorpetals to your hand that deal 1 damage.,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,ability,0,3,0, rogue,common,journey to un'goro,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0
12261,Wee Spellstopper,https://cards.hearthpwn.com/enUS/GVG_122.png?142295,Adjacent minions can't be targeted by spells or Hero Powers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, mage,epic,goblins vs gnomes,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,5
475174,Dire Wolf Alpha,https://cards.hearthpwn.com/enUS/CORE_EX1_162.png?142295,Adjacent minions have +1 Attack.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,core (2022),beast,0,1,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,2
1024959,Flametongue Totem,https://cards.hearthpwn.com/enUS/CORE_EX1_565.png?142295,Adjacent minions have +2 Attack.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, shaman,common,core (2022),totem,0,0,0,0,0,0,0,0,1,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,2
89418,Festeroot Hulk,https://cards.hearthpwn.com/enUS/GIL_655.png?142295,"After a friendly minion attacks, gain +1 Attack.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, warrior,rare,the witchwood,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,7
76907,Sonya Shadowdancer,https://cards.hearthpwn.com/enUS/LOOT_165.png?142295,"After a friendly minion dies, add a 1/1 copy of it to your hand. It costs (1).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, rogue,legendary,kobolds and catacombs,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,2
89386,Witch's Cauldron,https://cards.hearthpwn.com/enUS/GIL_819.png?142295,"After a friendly minion dies, add a random Shaman spell to your hand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,1,0,,epic,the witchwood,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,4
140,Cult Master,https://cards.hearthpwn.com/enUS/EX1_595.png?142295,"After a friendly minion dies, draw a card.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,legacy,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,2
61833,Light's Sorrow,https://cards.hearthpwn.com/enUS/ICC_071.png?142295,"After a friendly minion loses Divine Shield, gain +1 Attack.",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,weapon,0,0,1, paladin,epic,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,"{""Divine Shield""}",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,4
49682,Knuckles,https://cards.hearthpwn.com/enUS/CFM_333.png?142295,"After this attacks aminion, it also hits the enemy hero.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, hunter,legendary,mean streets of gadgetzan,beast,0,1,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,7
55584,Vicious Fledgling,https://cards.hearthpwn.com/enUS/UNG_075.png?142295,"After this minion attacks a hero, Adapt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,rare,journey to un'goro,beast,0,1,0,0,0,0,0,0,0,{Adapt},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,3
76864,Feral Gibberer,https://cards.hearthpwn.com/enUS/LOOT_218.png?142295,"After this minion attacks a hero, add a copy of it to your hand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,rare,kobolds and catacombs,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
55560,Frozen Crusher,https://cards.hearthpwn.com/enUS/UNG_079.png?142295,"After this minion attacks, Freeze it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,rare,journey to un'goro,elemental,0,0,1,0,0,0,0,0,0,{Freeze},False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6,8,8
49751,Lotus Illusionist,https://cards.hearthpwn.com/enUS/CFM_697.png?142295,"After this minion attacksa hero, transform it into a random 6-Cost minion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, shaman,epic,mean streets of gadgetzan,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,5
14435,Grim Patron,https://cards.hearthpwn.com/enUS/BRM_019.png?142295,"After this minion survives damage, summon another Grim Patron.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,rare,blackrock mountain,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,3
62853,Val'kyr Soulclaimer,https://cards.hearthpwn.com/enUS/ICC_408.png?142295,"After this minionsurvives damage,summon a 2/2 Ghoul.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, warrior,rare,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,4
62898,Rotface,https://cards.hearthpwn.com/enUS/ICC_405.png?142295,"After this minionsurvives damage,summon a randomLegendary minion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, warrior,legendary,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,{Legendary},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,4,6
89811,Supercollider,https://cards.hearthpwn.com/enUS/BOT_406.png?142295,"After you attack a minion,force it to attack oneof its neighbors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,weapon,0,0,1, warrior,epic,the boomsday project,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1,3
73322,Dragon Soul,https://cards.hearthpwn.com/enUS/LOOT_209.png?142295,"After you cast 3 spells in a turn, summon a 5/5 Dragon.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,weapon,0,0,1, priest,legendary,kobolds and catacombs,,0,0,0,0,0,0,1,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,3
27234,Djinni of Zephyrs,https://cards.hearthpwn.com/enUS/LOE_053.png?142295,"After you cast a spell on another friendly minion, cast a copy of it on this one.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,epic,the league of explorers,elemental,0,0,1,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,6
55556,The Voraxx,https://cards.hearthpwn.com/enUS/UNG_843.png?142295,"After you cast a spell onthis minion, summon a1/1 Plant and castanother copy on it.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,legendary,journey to un'goro,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,3
1024982,Wild Pyromancer,https://cards.hearthpwn.com/enUS/CORE_NEW1_020.png?142295,"After you cast a spell, deal 1 damage to ALL minions.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,rare,core (2022),,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,2
14445,Flamewaker,https://cards.hearthpwn.com/enUS/BRM_002.png?142295,"After you cast a spell, deal 2 damage randomly split among all enemies.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, mage,rare,blackrock mountain,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,4
35184,Demented Frostcaller,https://cards.hearthpwn.com/enUS/OG_085.png?142295,"After you cast a spell, Freeze a random enemy.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, mage,rare,whispers of the old gods,,0,0,0,0,0,0,0,0,0,{Freeze},False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4,2,4
475164,Arcane Anomaly,https://cards.hearthpwn.com/enUS/CORE_KAR_036.png?142295,"After you cast a spell, give this minion +1 Health.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,removed from core,elemental,0,0,1,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,1
49659,Auctionmaster Beardo,https://cards.hearthpwn.com/enUS/CFM_807.png?142295,"After you cast a spell, refresh your Hero Power.",,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,minion,1,0,0,,legendary,mean streets of gadgetzan,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,4
27244,Rumbling Elemental,https://cards.hearthpwn.com/enUS/LOE_016.png?142295,"After you play a Battlecry minion, deal 2 damage to a random enemy.",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,minion,1,0,0, shaman,common,the league of explorers,elemental,0,0,1,0,0,0,0,0,0,{Battlecry},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,6
475068,Unbound Elemental,https://cards.hearthpwn.com/enUS/CORE_EX1_258.png?142295,"After you play a card with Overload, gain +1/+1.",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,minion,1,0,0, shaman,common,removed from core,elemental,0,0,1,0,0,0,0,0,0,{Overload},False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,3,4
89873,Thunderhead,https://cards.hearthpwn.com/enUS/BOT_407.png?142295,"After you play a card withOverload, summon two1/1 Sparks with Rush.",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,minion,1,0,0, shaman,epic,the boomsday project,elemental,0,0,1,0,0,0,0,0,0,"{Overload,Rush}",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4,3,6
203,Xavius,https://cards.hearthpwn.com/enUS/EX1_614.png?142295,"After you play a card, summon a 2/1 Satyr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,legendary,legacy,demon,1,0,0,0,0,0,0,0,0,{},False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6,7,5
62834,Animated Berserker,https://cards.hearthpwn.com/enUS/ICC_238.png?142295,"After you play a minion, deal 1 damage to it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, warrior,common,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,3
76947,"Ixlid, Fungal Lord",https://cards.hearthpwn.com/enUS/LOOT_329.png?142295,"After you play a minion, summon a copy of it.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, druid,legendary,kobolds and catacombs,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,4
49624,Patches the Pirate,https://cards.hearthpwn.com/enUS/CFM_637.png?142295,"After you play a Pirate,summon this minionfrom your deck.",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,legendary,mean streets of gadgetzan,pirate,0,0,0,1,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
61819,Professor Putricide,https://cards.hearthpwn.com/enUS/ICC_204.png?142295,"After you play a Secret,put a random Hunter Secret into the battlefield.",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,minion,1,0,0, hunter,legendary,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,"{Secret,Secret}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,5,4
89805,Stargazer Luna,https://cards.hearthpwn.com/enUS/BOT_103.png?142295,"After you play theright-most card in your hand, draw a card.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, mage,legendary,the boomsday project,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,4
49747,Unlicensed Apothecary,https://cards.hearthpwn.com/enUS/CFM_900.png?142295,"After you summon a minion, deal 5 damage to your hero.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, warlock,epic,mean streets of gadgetzan,demon,1,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,5,5
35224,Darkshire Councilman,https://cards.hearthpwn.com/enUS/OG_113.png?142295,"After you summon a minion, gain +1 Attack.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, warlock,common,whispers of the old gods,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,5
567,Sword of Justice,https://cards.hearthpwn.com/enUS/EX1_366.png?142295,"After you summon a minion, give it +1/+1 and this loses 1 Durability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,weapon,0,0,1, paladin,epic,legacy,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,5
35235,Addled Grizzly,https://cards.hearthpwn.com/enUS/OG_313.png?142295,"After you summon a minion, give it +1/+1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, druid,rare,whispers of the old gods,beast,0,1,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,2
55522,Spiritsinger Umbra,https://cards.hearthpwn.com/enUS/UNG_900.png?142295,"After you summon a minion, trigger its Deathrattle effect.",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,minion,1,0,0,,legendary,journey to un'goro,,0,0,0,0,0,0,0,0,0,{Deathrattle},False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,3,4
422,Knife Juggler,https://cards.hearthpwn.com/enUS/NEW1_019.png?142295,"After you summon aminion, deal 1 damageto a random enemy.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,rare,legacy,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,2
475140,Warsong Commander,https://cards.hearthpwn.com/enUS/CORE_EX1_084.png?142295,"After you summon another minion, give it Rush.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, warrior,common,removed from core,,0,0,0,0,0,0,0,0,0,{Rush},False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,3
12258,Ship's Cannon,https://cards.hearthpwn.com/enUS/GVG_075.png?142295,"After you summon aPirate, deal 2 damageto a random enemy.",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,goblins vs gnomes,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
76869,The Runespear,https://cards.hearthpwn.com/enUS/LOOT_506.png?142295,"After your hero attacks, Discover a spelland cast it with random targets.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,weapon,0,0,1, shaman,legendary,kobolds and catacombs,,0,0,0,0,0,0,0,0,0,{Discover},False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8,3,3
89456,Hench-Clan Thug,https://cards.hearthpwn.com/enUS/GIL_534.png?142295,"After your hero attacks, give this minion +1/+1.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,the witchwood,quillboar,0,0,0,0,0,0,0,1,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,3
89409,Silver Sword,https://cards.hearthpwn.com/enUS/GIL_596.png?142295,"After your hero attacks, give your minions +1/+1.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,weapon,0,0,1, paladin,rare,the witchwood,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,3,4
76975,Woecleaver,https://cards.hearthpwn.com/enUS/LOOT_380.png?142295,"After your hero attacks, Recruit a minion.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,weapon,0,0,1, warrior,legendary,kobolds and catacombs,,0,0,0,0,0,0,0,0,0,{Recruit},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,3,3
49680,Brass Knuckles,https://cards.hearthpwn.com/enUS/CFM_631.png?142295,"After your hero attacks,give a random minion inyour hand +1/+1.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,weapon,0,0,1, warrior,epic,mean streets of gadgetzan,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,3
49618,Piranha Launcher,https://cards.hearthpwn.com/enUS/CFM_337.png?142295,"After your hero attacks,summon a 1/1 Piranha.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,weapon,0,0,1, hunter,epic,mean streets of gadgetzan,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,4
55581,Vinecleaver,https://cards.hearthpwn.com/enUS/UNG_950.png?142295,"After your hero attacks,summon two 1/1 SilverHand Recruits.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,weapon,0,0,1, paladin,rare,journey to un'goro,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,4,3
55454,Swamp King Dred,https://cards.hearthpwn.com/enUS/UNG_919.png?142295,"After your opponent plays a minion, attack it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, hunter,legendary,journey to un'goro,beast,0,1,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,9,9
89936,Holomancer,https://cards.hearthpwn.com/enUS/BOT_280.png?142295,"After your opponent plays a minion, summon a 1/1 copy of it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,epic,the boomsday project,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,3
197,Mana Wraith,https://cards.hearthpwn.com/enUS/EX1_616.png?142295,ALL minions cost (1) more.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,rare,legacy,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,2
12282,Mogor the Ogre,https://cards.hearthpwn.com/enUS/GVG_112.png?142295,All minions have a 50% chance to attack the wrong enemy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,legendary,goblins vs gnomes,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,7,6
630,Flare,https://cards.hearthpwn.com/enUS/EX1_544.png?142295,All minions lose Stealth. Destroy all enemy Secrets. Draw a card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ability,0,1,0, hunter,rare,legacy,,0,0,0,0,0,0,0,0,0,"{Stealth,Secrets}",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,0,0
49756,Mayor Noggenfogger,https://cards.hearthpwn.com/enUS/CFM_670.png?142295,All targets are chosen randomly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,legendary,mean streets of gadgetzan,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,5,4
12217,Foe Reaper 4000,https://cards.hearthpwn.com/enUS/GVG_113.png?142295,Also damages the minions next to whomever it attacks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,legendary,goblins vs gnomes,mechanical,0,0,0,0,0,1,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,6,9
22376,Magnataur Alpha,https://cards.hearthpwn.com/enUS/AT_067.png?142295,Also damages the minions next to whomeverhe attacks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, warrior,epic,the grand tournament,,0,0,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,5,3
76981,Cave Hydra,https://cards.hearthpwn.com/enUS/LOOT_078.png?142295,Also damages the minions next to whomeverthis attacks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, hunter,common,kobolds and catacombs,beast,0,1,0,0,0,0,0,0,0,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,4
